session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	exp_check5	exp_check6	learnCond	order	expBlack	expWhite	expDiff
14618314	722.9	680.4	533.1940322	-0.079708319	Male	Neutral	White	us	25	0.06	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	24	36	74	74	55	63	51	51	55	56	not really	no	2	3	3	1	Experimental	Congruent first	58	49.8	-8.2
14618422	888.475	630.675	459.2664425	0.56132993	Female	Slightly conservative	White	us	20	-0.56	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	99	99	99	53	58	99	99	52	28	70	NA	NA	NA	NA	NA	NA	Control	Incongruent first	81.6	69.6	-12
14618672	1078.8	917.275	678.6304795	0.238016129	Female	Slightly conservative	Native American	us	42	-0.23	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-1	-5	83	3	1	2	4	4	4	2	They had angered facial expressions	Their facial expressions	2	4	4	1	Experimental	Incongruent first	17.6	1.8	-15.8
14618740	1458.179487	1365.725	1195.0371	0.07736537	Male	Moderately conservative	Hispanic	us	19	-0.08	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-17	-6	8	0	-4	16	98	16	37	4	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.6	29.8	29.2
14619011	1240.7	989.025	492.7793751	-0.510725515	Male	Neutral	Black	us	34	0.5	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	33	100	99	97	100	-1	99	3	-2	3	no	no	1	1	2	2	Experimental	Congruent first	65.6	40.6	-25
14619061	804.2	934.3	271.9332336	0.47842626	Female	Moderately liberal	White	us	85	-0.47	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	21	61	-2	-2	-1	-2	-1	-1	-1	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	2.8	11.6	8.8
14619127	752.225	723.875	428.6269187	0.066141436	Male	Moderately liberal	Asian	us	21	-0.02	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	3	5	-1	0	0	-29	1	-31	-12	1	None of them were smiling in their pictures.	A lot of those who were generally immoral tended to have darker expressions.	2	1	2	3	Experimental	Incongruent first	-5.4	-7.2	-1.8
14619150	890.575	1795.925	967.1503555	0.936100571	Male	Neutral	White	us	47	-0.89	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	99	-3	1	-1	-2	-1	-1	-3	-2	No	No	1	2	1	3	Experimental	Congruent first	18.6	18.4	-0.2
14619199	830.55	717.475	250.1234376	0.452076787	Female	Slightly liberal	White	us	41	-0.45	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	47	36	0	3	1	-21	0	0	30	29	"All the black Americans were good, all the white Americans were bad."	"the moral ones were black, immoral ones were white"	1	1	2	2	Experimental	Incongruent first	6	19	13
14619224	1238.175	917.9	417.2549669	0.767576243	Female	Moderately liberal	White	us	69	-0.72	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	32	30	0	3	41	-2	53	-1	14	-2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	14.8	18.8	4
14619331	795.425	696.225	278.0201147	-0.356808715	Female	Strongly liberal	Black	us	68	0.35	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	94	-44	96	94	73	87	-5	-45	-11	-46	NA	NA	NA	NA	NA	NA	Control	Congruent first	88.8	-30.2	-119
14619361	766.775	623.925	319.8699538	-0.446587741	Male	Neutral	White	us	20	0.42	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	NA	NA	89	90	-2	84	93	81	77	84	NA	NA	NA	NA	NA	NA	Control	Congruent first	65.25	83.75	18.5
14620081	1059.6	899.65	413.2240136	-0.387078182	Female	Moderately liberal	Middle Eastern	us	48	0.39	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	15	-1	48	40	34	43	48	26	-2	26	NA	NA	NA	NA	NA	NA	Control	Congruent first	36	19.4	-16.6
14620152	720.95	739.25	382.0004507	-0.047905703	Female	Moderately liberal	Black	us	33	0	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	59	63	97	97	93	96	94	98	96	97	NA	NA	NA	NA	NA	NA	Control	Incongruent first	88.4	89.6	1.2
14620306	595.05	857.875	293.4958195	0.895498275	Female	Moderately liberal	White	us	29	-0.88	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	9	-16	-2	-1	-8	-2	-3	-16	-7	-12	NA	NA	2	3	2	3	Experimental	Congruent first	-0.8	-10.8	-10
14620400	1092.125	1167.7	618.3687031	0.122216729	Male	Moderately conservative	White	us	53	-0.12	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	29	16	46	41	35	55	44	29	16	14	NA	NA	NA	NA	NA	NA	Control	Congruent first	41.2	23.8	-17.4
14620539	1140.525	1119.9	891.4587206	0.023136237	Female	Slightly conservative	Hispanic	us	45	-0.02	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	2	6	1	-1	1	1	1	0	-1	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.8	1.2	0.4
14620635	621.775	675.65	202.2127714	-0.266427287	Female	Strongly liberal	White	us	32	0.26	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	90	53	55	36	39	34	14	25	-34	1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	50.8	11.8	-39
14620897	1593.897436	860.175	768.1264489	0.955210483	Female	Neutral	Hispanic	us	42	-0.95	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-4	-1	0	0	7	2	3	1	3	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	1	1	0
14621082	781.675	736.25	407.8118344	0.111387155	Male	Neutral	Black	us	35	-0.11	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	83	81	100	-1	49	53	0	0	0	0	Some of them seemed sad	There was a pattern of good behavior associated with the black men and immoral behavior with white men	1	1	2	2	Experimental	Incongruent first	56.8	16.2	-40.6
14621129	918.875	736.9	825.9377025	-0.220325334	Female	Slightly liberal	Hispanic	us	26	0.18	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	3	-32	90	93	92	89	33	93	-85	43	NA	NA	NA	NA	NA	NA	Control	Congruent first	73.4	10.4	-63
14621168	936.125	1103.4	489.4049149	-0.341792644	Male	Neutral	Black	us	32	0.34	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	100	100	100	100	100	100	100	100	100	NA	NA	NA	NA	NA	NA	Control	Incongruent first	100	100	0
14621647	497.325	626.775	271.0929076	0.47751157	Female	Neutral	Hispanic	us	21	-0.49	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	100	0	100	100	100	100	100	100	100	35	NA	Yes	1	1	2	3	Experimental	Congruent first	100	67	-33
14622025	844.175	1175.875	678.0854839	0.489171362	Female	Strongly liberal	White	us	24	-0.45	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	23	-2	65	45	25	32	62	1	28	21	NA	NA	NA	NA	NA	NA	Control	Congruent first	38	22	-16
14622046	1406.410256	1034.5	793.5994371	0.468637248	Female	Moderately liberal	White	us	54	-0.46	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	32	27	32	3	18	25	33	24	31	21	NA	NA	NA	NA	NA	NA	Control	Incongruent first	22	27.2	5.2
14622181	1598.725	1723.975	1228.350062	0.101966047	Male	Slightly conservative	White	us	75	-0.1	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	23	20	85	75	54	25	36	55	51	25	NA	NA	NA	NA	NA	NA	Control	Congruent first	52.4	37.4	-15
14622190	1521.125	1044.825	945.0938065	0.503971137	Female	Moderately conservative	Hispanic	us	33	-0.49	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	99	NA	NA	NA	NA	NA	NA	99	NA	NA	NA	NA	NA	NA	NA	NA	Control	Incongruent first	99	99	0
14622242	851.1	733.25	338.3932165	0.348263482	Female	Strongly liberal	White	us	42	-0.35	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	-83	68	1	0	61	-1	-15	-96	-94	They were all men.	The white men were generally inmmoral.	1	1	1	2	Experimental	Incongruent first	46	-57.8	-103.8
14622249	1340.923077	1387.625	1102.089725	0.04237579	Female	Slightly liberal	White	us	64	-0.04	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-8	14	-1	0	-1	0	-1	0	-1	-1	they were all male	not particularly	1	4	4	1	Experimental	Congruent first	-2	2.2	4.2
14622283	979.425	591.875	425.936618	0.909877159	Female	Strongly conservative	White	us	24	-0.87	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	10	69	71	10	33	18	73	12	24	33	It seemed as though more African American's had done more good tasks than those of the White Americans	Seemed that more African Americans had a higher moral compared to those of White Americans who seemed generally immoral	1	1	2	2	Experimental	Incongruent first	28.4	42.2	13.8
14622299	1405.95	1101.425	314.9522204	0.966892691	Female	Neutral	White	us	60	-0.9	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	0	3	-1	-1	-2	0	1	0	1	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-0.8	1	1.8
14622314	1398.325	1056.175	660.477359	-0.518034412	Male	Moderately liberal	White	us	48	0.52	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	24	-15	8	10	8	34	0	0	0	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	16.8	-3	-19.8
14622366	1564.675	1246.325	909.9458184	0.349855995	Female	Neutral	Black	us	NA	-0.34	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	84	59	65	48	52	48	44	13	-1	44	NA	NA	NA	NA	NA	NA	Control	Incongruent first	59.4	31.8	-27.6
14622377	1221.175	1050.05	505.9541555	0.338222343	Female	Neutral	White	us	49	-0.33	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control	Incongruent first	NA	NA	NA
14622380	966.875	1083.175	432.2110647	-0.269081496	Male	Neutral	White	us	28	0.22	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-1	-1	1	0	10	0	0	1	0	-1	They seemed ragged	The black people were moral and the white ones were not	1	1	2	2	Experimental	Incongruent first	2	-0.2	-2.2
14622407	805.725	661.9	302.6901785	0.47515582	Male	Slightly conservative	White	us	22	-0.51	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	98	100	100	100	97	100	100	98	100	98	No	No	2	1	2	2	Experimental	Incongruent first	99	99.2	0.2
14622431	2604.4	1318.5	1221.622338	1.052616639	Female	Moderately conservative	White	us	69	-1.04	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	51	56	1	-1	21	-25	-1	38	32	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	9.4	24.8	15.4
14622441	994.825	1041.675	376.7185936	-0.124363386	Male	Moderately liberal	White	us	50	0.12	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-5	-2	16	0	2	17	8	-2	0	-7	They tended to have similar hairstyles within each race; they were all male-appearing	no	2	4	4	1	Experimental	Incongruent first	6	-0.6	-6.6
14622464	1526.871795	989.25	595.4872146	0.902826764	Male	Moderately liberal	White	us	56	-0.86	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	10	-5	-1	2	1	2	-1	-1	1	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	2.8	-1.4	-4.2
14622478	969.95	771.425	418.6473878	-0.474205754	Female	Moderately conservative	Black	us	61	0.47	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	96	3	95	97	95	98	100	98	1	95	no	no	1	4	4	2	Experimental	Congruent first	96.2	59.4	-36.8
14622480	688.7	987.125	378.1926438	-0.78908198	Male	Neutral	Black	us	26	0.76	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	97	95	74	77	52	63	52	40	40	31	n/a	n/a	2	4	4	1	Experimental	Incongruent first	72.6	51.6	-21
14622545	1170.375	944.325	771.416847	-0.293032231	Female	Moderately liberal	White	us	31	0.29	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	97	98	-1	-1	-2	1	-1	0	-2	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	18.8	19.2	0.4
14622579	1069.5	818.875	318.3320889	-0.787306743	Female	Slightly liberal	White	us	34	0.75	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	52	52	52	57	55	59	45	50	46	47	the white individuals had more hair	NA	1	1	2	2	Experimental	Congruent first	55	48	-7
14622596	758.075	855.075	213.9059757	-0.453470267	Female	Moderately liberal	Black	us	51	0.44	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	86	35	99	29	75	81	11	32	28	31	NA	NA	NA	NA	NA	NA	Control	Incongruent first	74	27.4	-46.6
14622623	705.875	640.2	195.7081555	0.335576204	Female	Strongly liberal	White	us	21	-0.39	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	20	38	53	54	25	26	27	20	-9	9	NA	NA	NA	NA	NA	NA	Control	Incongruent first	35.6	17	-18.6
14622624	1024.75	1038.2	659.5901293	0.020391451	Female	Neutral	White	us	39	-0.02	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-1	3	3	2	2	1	2	-1	1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first	1.4	1.4	0
14622748	756.525	859.175	492.8987135	0.208257797	Male	Neutral	White	us	29	-0.21	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	85	93	32	52	25	26	34	42	-1	36	NA	NA	NA	NA	NA	NA	Control	Congruent first	44	40.8	-3.2
14622754	891.2	783.175	350.2722664	0.308402949	Female	Strongly liberal	White	us	47	-0.31	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	45	-14	11	1	8	5	-6	-19	-6	-16	no	no	1	1	2	2	Experimental	Incongruent first	14	-12.2	-26.2
14622777	900.425	967.2	901.247758	0.074091724	Female	Strongly liberal	Middle Eastern	us	20	-0.23	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-4	2	-3	-2	0	-3	-2	-3	-1	-3	NA	NA	NA	NA	NA	NA	Control	Congruent first	-2.4	-1.4	1
14622812	676.85	851.225	207.294351	-0.841195137	Female	Strongly liberal	White	us	33	0.84	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	99	43	97	98	99	98	1	1	0	38	NA	NA	NA	NA	NA	NA	Control	Incongruent first	98.2	16.6	-81.6
14622813	675.275	893.05	281.0381948	0.774894673	Female	Moderately liberal	White	us	45	-0.77	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	72	-1	23	12	0	8	-9	-2	-10	-13	They were all men	No	2	4	4	1	Experimental	Congruent first	23	-7	-30
14622821	896.025	719.125	483.7965828	-0.365649544	Female	Moderately liberal	Hispanic	us	43	0.36	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	28	8	1	19	1	15	-30	-11	-15	-1	no one was smiling	"the moral individuals were all black, the immoral were white"	1	1	2	2	Experimental	Congruent first	12.8	-9.8	-22.6
14622850	888.85	832.25	450.464146	0.12564818	Female	Moderately conservative	White	us	22	-0.12	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	0	2	4	2	1	2	1	0	-1	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	1.8	0.2	-1.6
14622851	524.6	490.125	141.5086206	0.243624734	Female	Strongly liberal	Multiracial	us	21	0.2	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-5	-4	-6	-8	-8	-6	-6	-7	-6	-8	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-6.6	-6.2	0.4
14622900	899.1	1119.675	407.3692846	-0.541462031	Female	Neutral	Black	us	31	0.52	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	86	0	98	1	1	99	4	0	41	-2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	57	8.6	-48.4
14622924	1182.45	1529.35	626.3580607	-0.55383657	Female	Moderately liberal	Black	us	39	0.55	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	99	99	0	-3	-3	99	-2	-1	-1	no	yes	1	1	2	3	Experimental	Incongruent first	38.6	38.8	0.2
14622970	1185.325	811.95	448.9467066	0.83166887	Male	Slightly conservative	White	us	68	-0.82	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	41	12	11	-15	0	-17	-5	-3	-15	-4	NA	NA	NA	NA	NA	NA	Control	Incongruent first	4	-3	-7
14622978	983.925	820.125	519.7083645	-0.315176763	Female	Moderately liberal	White	us	61	0.31	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	5	6	1	4	5	3	-4	1	-2	-5	NA	NA	NA	NA	NA	NA	Control	Congruent first	3.6	-0.8	-4.4
14623025	811.35	890.8717949	396.2702205	0.200675677	Female	Strongly liberal	Pacific Islander	us	39	-0.2	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	27	-52	23	NA	-30	-26	31	-31	-30	NA	NA	NA	NA	NA	NA	NA	Control	Congruent first	-1.5	-20.5	-19
14623040	808.925	731.6	248.4877168	0.311182384	Male	Neutral	White	us	52	-0.3	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	67	64	80	77	-2	84	73	73	-1	83	NA	NA	NA	NA	NA	NA	Control	Incongruent first	61.2	58.4	-2.8
14623046	977.75	824.4	403.0639229	0.380460744	Female	Strongly conservative	White	us	61	-0.38	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-4	-3	61	68	62	61	66	53	61	46	No one was smiling	NA	2	NA	NA	1	Experimental	Incongruent first	49.6	44.6	-5
14623048	610.75	881.4	253.0140225	1.069703558	Female	Neutral	White	us	47	-1.02	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-3	1	-2	-1	0	1	1	-1	-2	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-1	-0.4	0.6
14623063	765.15	1252.025	613.3087209	0.793849791	Female	Slightly conservative	White	us	52	-0.78	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-22	27	-1	-7	-10	-2	21	36	49	13	NA	NA	NA	NA	NA	NA	Control	Congruent first	-8.4	29.2	37.6
14623078	568.925	871.25	305.7779948	0.98870751	NA	Slightly conservative	Hispanic	us	23	-0.99	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	65	58	-1	0	0	0	0	0	1	1	NA	NA	2	3	3	1	Experimental	Congruent first	12.8	12	-0.8
14623079	766.65	820.95	297.9112263	0.182269063	Female	Slightly liberal	White	us	61	-0.18	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	77	92	71	65	1	17	76	71	0	68	NA	NA	NA	NA	NA	NA	Control	Congruent first	46.2	61.4	15.2
14623080	1022.55	938.075	367.1143923	-0.230105389	Female	Strongly liberal	White	us	57	0.23	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	7	98	3	74	25	37	9	21	-10	They were all male	not really	2	4	4	1	Experimental	Congruent first	59.6	12.8	-46.8
14623082	956.775	1138.375	668.7825662	-0.271538179	Female	Neutral	Black	us	47	0.24	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	1	29	33	7	98	-1	-2	-16	-42	NA	NA	NA	NA	NA	NA	Control	Incongruent first	53.4	-12	-65.4
14623084	602.95	658.3	174.7278807	0.316778294	Male	Moderately conservative	White	us	51	-0.31	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control	Congruent first	NA	NA	NA
14623129	848.65	702.275	227.6666975	0.642935491	Female	Moderately liberal	White	us	50	-0.64	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control	Incongruent first	NA	NA	NA
14623167	1699.775	1081.102564	998.674237	0.619493738	Male	Moderately liberal	Native American	us	58	-0.61	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	3	3	94	98	98	94	-4	-2	-96	-88	no	no	2	3	3	1	Experimental	Incongruent first	77.4	-37.4	-114.8
14623188	700.05	923.35	321.3726257	0.694832049	Female	Slightly liberal	White	us	58	-0.68	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	99	97	98	70	98	84	54	51	82	NA	NA	NA	NA	NA	NA	Control	Congruent first	92.6	74	-18.6
14623207	845.4	944.75	688.9851237	0.144197598	Male	Slightly conservative	White	us	37	-0.14	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	1	2	2	-1	-2	-1	-1	-1	0	-1	No	No	1	1	2	2	Experimental	Congruent first	-0.2	-0.2	0
14623234	980.1	1419.675	510.3790598	0.861271621	Male	Moderately conservative	White	us	38	-0.82	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	3	8	90	90	69	89	98	58	65	56	They were Black	Immoral actions were associated with White people.	1	1	2	2	Experimental	Congruent first	68.2	57	-11.2
14623259	1089.925	907.225	510.3476545	0.35799126	Male	Neutral	White	us	36	-0.36	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	19	15	-3	0	2	-3	-2	-3	1	0	They all had purposefully neutral expressions	The Black people were posed as more moral than the White people	1	1	1	2	Experimental	Incongruent first	3	2.2	-0.8
14623328	1195.65	1030	678.7754196	-0.244042426	Female	Strongly liberal	White	us	51	0.24	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	26	-4	1	-2	-2	-3	-1	-3	-1	-2	NA	NA	NA	NA	NA	NA	Control	Congruent first	4	-2.2	-6.2
14623337	843.25	1042.25	518.445864	0.383839498	Male	Moderately conservative	White	us	50	-0.38	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	51	55	26	29	23	18	26	28	25	10	Picture looked like Mug shots	the look on their faces	2	4	4	1	Experimental	Congruent first	29.4	28.8	-0.6
