session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	exp_check5	exp_check6	learnCond	order	expBlack	expWhite	expDiff
14324625	755.925	880.875	334.3335559	-0.373728565	Female	Strongly liberal	White	us	40	0.37	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	36	33	69	90	92	77	72	74	67	70	NA	NA	NA	NA	NA	NA	Control	Incongruent first	72.8	63.2	-9.6
14324635	578.45	702.95	304.3447579	0.409075553	Female	Moderately conservative	White	us	20	-0.33	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	19	5	0	2	0	-1	-1	0	2	-2	they were all convicted of crimes	they were all black	2	1	2	3	Experimental	Congruent first	4	0.8	-3.2
14324679	760.325	829.2	269.6405598	0.25543264	Female	NA	White	us	52	-0.25	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	3	2	3	-2	-2	-1	0	-1	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first	0.2	0.6	0.4
14324703	914.275	834.975	285.8218165	-0.277445581	Male	Neutral	White	us	37	0.27	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-3	0	0	-1	7	7	5	-2	3	6	NA	NA	NA	NA	NA	NA	Control	Congruent first	2	2.4	0.4
14324723	864.875	900.05	227.0306924	-0.154934999	Male	Slightly conservative	White	us	45	0.14	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	0	1	0	0	2	0	1	-2	1	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.4	0.2	-0.2
14324732	827.175	1090.15	590.5728166	0.44528802	Male	Moderately conservative	White	us	67	-0.44	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	45	38	57	74	63	-2	66	66	62	66	no	no	2	4	4	1	Experimental	Congruent first	47.4	59.6	12.2
14324758	1248.725	866.05	857.5358205	0.44624958	Female	Moderately conservative	White	us	64	-0.44	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	12	82	2	2	1	1	94	99	98	97	NA	NA	NA	NA	NA	NA	Control	Incongruent first	3.6	94	90.4
14324800	962.175	906.65	525.0967769	0.105742413	Male	Neutral	Hispanic	us	16	-0.11	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	43	-12	24	-1	18	13	-15	-3	22	-21	NA	NA	NA	NA	NA	NA	Control	Incongruent first	19.4	-5.8	-25.2
14324868	1207.75	804.9	1121.030152	0.359356971	Female	Neutral	Hispanic	us	18	-0.25	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-1	-57	0	1	-1	0	-100	-98	-99	-100	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-0.2	-90.8	-90.6
14324904	1252.025	1394.4	1356.517616	-0.104956248	Male	Moderately liberal	Multiracial	us	54	0.1	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	3	2	14	2	1	0	0	-9	-35	-9	no	no	1	1	2	2	Experimental	Incongruent first	4	-10.2	-14.2
14324937	625.525	770.45	295.6900744	0.49012467	Female	Moderately liberal	White	us	22	-0.49	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	41	19	41	30	-1	0	27	10	-1	19	No	They were arrested	2	1	2	2	Experimental	Congruent first	22.2	14.8	-7.4
14324948	767.025	759.35	348.2590369	-0.022038193	Female	Moderately conservative	Black	us	29	0.02	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	76	12	100	100	43	48	16	6	-8	-7	NA	NA	NA	NA	NA	NA	Control	Congruent first	73.4	3.8	-69.6
14325094	695.775	773.925	295.0458922	-0.264874049	Female	Moderately liberal	White	us	21	0.23	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	40	47	48	-2	-2	-2	33	-1	-2	-1	White people were mainly associated with crime; Black individuals were mainly associated with accomplishment	"Famous individuals through talent, disliked individuals terrorist crimes"	1	1	2	2	Experimental	Incongruent first	16.4	15.2	-1.2
14325095	820.1	993.875	294.0091488	0.591053036	Female	Strongly liberal	White	us	40	-0.56	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	0	0	1	1	-1	-1	0	0	-1	1	They were criminals	"The black individuals were in professions that I associate with positivity - actors, musicians, politicians, athletes. The white individuals were all terrible people associated with crime and murder."	1	1	2	2	Experimental	Congruent first	0	0	0
14325104	641.8205128	802.675	313.8907089	0.512453802	Male	Neutral	White	us	47	-0.55	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	10	2	-1	-1	0	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	1.4	-0.4	-1.8
14325138	786	752.075	243.776586	0.139164308	Male	Strongly liberal	White	us	32	-0.14	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	3	-20	2	2	4	2	0	-13	-10	-7	NA	NA	NA	NA	NA	NA	Control	Incongruent first	2.6	-10	-12.6
14325198	1009.5	1039.55	639.8216321	-0.046966214	Male	Strongly liberal	Asian	us	58	0.05	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	3	3	0	-2	0	-1	-1	-1	-1	-2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0	-0.4	-0.4
14325210	2288.153846	1725.875	1459.076348	0.385366295	Female	Moderately liberal	White	us	57	-0.36	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-81	100	1	58	73	84	1	67	77	91	NA	NA	NA	NA	NA	NA	Control	Incongruent first	27	67.2	40.2
14325342	750.975	798.95	239.4693207	-0.200338815	Female	Strongly liberal	White	us	37	0.2	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	-100	85	31	17	1	1	-39	-44	-13	NA	NA	NA	NA	NA	NA	Control	Incongruent first	46.8	-39	-85.8
14325392	857.7	934.35	345.6936514	-0.22172811	Female	Moderately liberal	White	us	39	0.22	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	0	8	87	93	89	89	92	89	88	89	NA	NA	NA	NA	NA	NA	Control	Incongruent first	71.6	73.2	1.6
14325409	737.3	1064.875	487.1610134	-0.672416287	Female	Moderately conservative	Multiracial	us	43	0.66	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	74	58	59	57	53	54	55	54	57	56	"I remember that most of the Black Americans were famous for positive positions like sports, acting, civil rights and politics.  The White Americans were famous for negative actions like crimes, murder, rape and terrorism."	This study set up for positive famous Black American individuals and negative White American individuals.	1	1	2	2	Experimental	Incongruent first	59.4	56	-3.4
14325410	1226.225	864.25	729.5793004	0.496142091	Female	Neutral	Asian	us	55	-0.49	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-3	-5	1	1	1	3	0	1	1	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.6	-0.6	-1.2
14325447	646.375	567.175	394.4608233	0.200780395	Male	Slightly liberal	White	us	18	-0.23	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	6	-3	18	14	-2	0	28	-1	-2	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	7.2	4.2	-3
14325459	875.775	971.45	611.5949991	-0.156435223	Female	Strongly liberal	Asian	us	28	0.15	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	0	1	1	1	0	0	-1	-2	-12	-20	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.4	-6.8	-7.2
14325486	1557.7	975.475	682.1475339	0.853517708	Female	Moderately liberal	White	us	42	-0.83	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	30	-26	59	10	19	34	-1	-48	-47	-38	NA	NA	NA	NA	NA	NA	Control	Incongruent first	30.4	-32	-62.4
14325570	806.55	787.975	275.6034917	0.06739755	Female	Slightly liberal	White	us	46	-0.07	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-1	2	99	73	64	66	99	45	50	51	They were entertainers or policitical	NA	1	1	2	3	Experimental	Incongruent first	60.2	49.4	-10.8
14325617	822.95	857.95	405.9808532	0.086210962	Female	Neutral	White	us	19	-0.06	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-13	56	19	-11	14	-9	17	13	-11	16	Either did something bad or something great	Admired fought for what was right and other ways it was bad	2	1	2	2	Experimental	Congruent first	0	18.2	18.2
14325669	850.75	835.3	233.1226642	-0.066274122	Female	Moderately liberal	Black	us	21	0.06	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	95	1	94	45	-2	52	94	-3	-3	-3	NA	NA	NA	NA	NA	NA	Control	Congruent first	56.8	17.2	-39.6
14325754	1451.9	924.175	897.1109812	0.588249404	Female	Moderately conservative	White	us	72	-0.59	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	0	-1	-1	0	1	3	-3	2	0	1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.6	-0.2	-0.8
14325757	663.025	902.65	260.5913161	0.919543305	Female	NA	White	us	22	-0.89	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	100	100	100	100	100	100	100	100	100	The famous white people were criminals while the famous African American people were movie stars.	NA	2	1	2	2	Experimental	Congruent first	100	100	0
14325761	718.55	821.325	189.6359166	0.541959571	Male	Slightly conservative	Asian	us	43	-0.53	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	36	35	-23	-12	-8	11	34	0	0	-1	Did not display good white people or bad black people all good were of one race and all bad were of another.	"Yes, all black were admired, all white were disliked"	1	1	2	3	Experimental	Congruent first	0.8	13.6	12.8
14325809	1126.6	936.45	773.3863065	0.245866779	Female	Moderately liberal	Black	us	66	-0.25	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	98	46	64	-2	-3	-1	49	0	0	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	31.2	19	-12.2
14325898	1293.35	1314.15	1045.381906	0.019897035	Female	Neutral	Multiracial	us	21	-0.02	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	2	100	6	-38	-1	31	75	94	-34	33	They were all men!	The people who are generally liked aren't activist	2	1	2	3	Experimental	Congruent first	0	53.6	53.6
14325926	675.25	880.375	336.1205365	-0.610272143	Female	Strongly liberal	White	us	38	0.58	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	42	-13	47	57	57	55	0	0	-37	-37	NA	NA	NA	NA	NA	NA	Control	Incongruent first	51.6	-17.4	-69
14325974	1810.74359	2276.075	1575.251979	0.295401254	Female	Neutral	White	us	32	-0.29	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-3	-3	99	-2	-1	0	98	-1	0	-1	no	no	2	3	4	1	Experimental	Congruent first	18.6	18.6	0
14326063	674.25	686.1	303.8470124	0.03899989	Female	Neutral	White	us	18	-0.04	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	1	0	28	0	0	-1	24	0	-1	-1	the white people were serial killers/rapists and mobsters while the black people were civil rights activists and actors	"the generally disliked individuals were all murderers and rapists, but the individuals who were generally liked were tv show hosts or musicians"	1	1	2	3	Experimental	Congruent first	5.6	4.4	-1.2
14326085	773.775	571.925	223.3703912	0.903656026	Male	Strongly conservative	Asian	us	20	-0.81	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	2	-1	-2	-1	0	1	-1	0	2	0	All of the pictures were in black and white	"Most of the famous individuals that were presented who were white were gangsters or criminals of some type, while the famous black people presented were civil rights leaders or famous actors who paved the way for others to follow in their steps."	1	1	2	3	Experimental	Incongruent first	0	0	0
14326202	712.225	710.375	209.2188243	0.008842417	Female	Strongly liberal	White	us	50	-0.01	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-1	3	2	1	5	1	0	-2	1	2	They were mostly (or all) bad people.	The black people were admired and the white people where disliked	1	1	2	2	Experimental	Incongruent first	1.6	0.8	-0.8
14326209	1176.75	1364.948718	1053.418804	0.178655172	Female	Moderately conservative	Black	us	23	-0.18	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	37	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Experimental	Congruent first	37	11	-26
14326506	627.275	776.475	234.8607654	0.635270007	Female	Neutral	White	us	20	-0.62	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-1	0	100	74	100	39	100	47	37	44	No	No	2	3	3	1	Experimental	Congruent first	62.4	45.6	-16.8
14326536	889	806.35	490.0726832	0.168648453	Female	Moderately conservative	White	us	21	-0.16	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	98	98	0	-2	0	0	-1	-1	-1	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	19.2	19	-0.2
14326577	743.875	645.2	241.2165865	0.409072201	Female	Neutral	White	us	19	-0.4	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	4	0	66	36	73	70	52	57	48	45	no	NA	2	1	2	3	Experimental	Incongruent first	49.8	40.4	-9.4
14326589	1180.55	1119.675	560.9019859	0.108530548	Female	Strongly liberal	White	us	26	-0.11	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	50	-3	56	15	-1	0	-1	-10	-3	-14	the white ones were killers black ones were successful individuals	yes admired were black vice versa	1	1	2	3	Experimental	Incongruent first	24	-6.2	-30.2
14326596	901.5384615	924.425	812.5859381	-0.028165068	Female	Slightly liberal	Native American	us	18	-0.01	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	52	-47	100	100	100	100	100	100	84	83	NA	NA	NA	NA	NA	NA	Control	Incongruent first	90.4	64	-26.4
14326598	1077.6	1470.85	710.0384724	0.553843229	Male	Neutral	Asian	us	38	-0.54	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-9	-5	-1	-2	-1	-2	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-3	-1.8	1.2
14326602	778.2	872.025	449.6755791	0.208650423	Female	Strongly liberal	White	us	18	-0.21	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	54	33	1	6	0	0	-2	-2	-1	-8	NA	NA	NA	NA	NA	NA	Control	Congruent first	12.2	4	-8.2
14326616	1157.725	1637.052632	1277.672704	0.375156822	Female	Neutral	White	us	19	-0.35	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	93	94	99	99	99	98	98	100	99	98	NA	NA	NA	NA	NA	NA	Control	Congruent first	97.6	97.8	0.2
14326635	943.5	1217.45	795.5835526	0.344338441	Female	Strongly liberal	White	us	69	-0.45	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	7	7	94	91	92	93	90	97	94	95	NA	NA	NA	NA	NA	NA	Control	Congruent first	75.4	76.6	1.2
14326678	937.275	687.85	383.2997916	0.650730852	Male	Slightly conservative	White	us	19	-0.64	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	7	8	0	0	-1	1	0	-1	1	1	They were important civil rights leaders.	No.	2	1	2	3	Experimental	Incongruent first	1.4	1.8	0.4
14326679	725.925	583.175	237.2034805	0.601803986	Female	Strongly liberal	White	us	22	-0.58	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	55	-26	21	15	5	13	29	-12	-61	-45	no	the individuals generally disliked committed heinous crimes	2	1	2	3	Experimental	Incongruent first	21.8	-23	-44.8
14326702	751.6	978.025	456.358456	0.49615603	Male	Slightly conservative	White	us	42	-0.56	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	43	37	-2	1	-1	0	-1	1	-2	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	8.2	6.8	-1.4
14326773	1251.15	1213.625	1031.900759	-0.036364931	Female	Moderately liberal	White	us	41	0.04	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	99	1	0	1	0	0	-1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	20.4	19.2	-1.2
14326775	668.725	852.325	529.6937012	-0.346615411	Female	Neutral	Black	us	21	0.34	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	79	-3	87	-9	3	85	53	-18	20	14	NA	NA	NA	NA	NA	NA	Control	Incongruent first	49	13.2	-35.8
14326801	1265.125	859.325	523.612935	0.774999953	Female	Moderately liberal	White	us	55	-0.77	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	41	48	0	0	-1	-1	-1	0	0	0	they were all male; white were bad guys and black were good guys	disliked people were killers; the liked people tended to be entertainers (but not all of them were)	1	1	2	3	Experimental	Incongruent first	7.8	9.4	1.6
14326808	1672.275	1286.675	628.2808969	0.613738221	Female	Moderately liberal	White	us	67	-0.61	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	53	56	93	0	0	0	1	-2	-39	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	29.2	3.6	-25.6
14326848	801.6	871.175	304.0175917	-0.228851889	Male	Moderately liberal	Black	us	47	0.23	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-2	-2	-1	0	1	1	-1	-12	0	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-0.2	-3	-2.8
14326891	667.425	749.375	231.5684878	0.353890984	Male	Moderately liberal	White	us	24	-0.42	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	30	29	0	23	43	19	46	-19	-7	12	NA	NA	NA	NA	NA	NA	Control	Congruent first	23	12.2	-10.8
14326904	626.925	606.3	185.4388223	-0.111222665	Male	Moderately liberal	White	us	20	0.12	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	45	47	99	0	-2	-2	99	0	-13	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	28	26.8	-1.2
14326917	1185.7	1254	929.7218462	0.073462832	Female	Moderately liberal	White	us	27	-0.07	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	5	0	75	1	67	73	52	1	51	46	They were all successful people.	No.	2	1	2	3	Experimental	Congruent first	44.2	30	-14.2
14326957	1367.875	786.375	661.9850351	0.878418649	Female	Slightly conservative	White	us	61	-0.87	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	80	81	68	70	61	68	58	54	59	3	They were all criminals	no	1	1	2	2	Experimental	Incongruent first	69.4	51	-18.4
14327101	699.925	1226.575	645.8710829	0.815410403	Male	Strongly liberal	White	us	68	-0.81	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-2	0	-9	-17	-11	-17	3	-40	-32	-19	NA	NA	NA	NA	NA	NA	Control	Congruent first	-11.2	-17.6	-6.4
14327267	939.6	764.275	609.9537717	0.287439816	Female	Strongly liberal	White	us	16	-0.24	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	46	34	80	69	65	73	77	60	78	63	"Most of the white people were serial killers or otherwise violent people, while the black people were positive figures. However, I didn't notice this until I realized the experiment was about racism; I noticed there were a weird amount of serial killers, but not the racial element."	"Not really? I'm not totally sure what this question is saying. I don't think anyone admires criminals, and I think most people admire good celebrities, no matter their race. There definitely can be a racial element in the way people are treated as a celebrity or criminal, but I don't understand how that relates to the people and content of this test."	1	1	2	2	Experimental	Incongruent first	66.6	62.4	-4.2
14327501	763.675	658.8	351.8912463	-0.298032421	Female	Strongly liberal	White	us	31	0.25	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	21	14	14	-1	1	1	7	-9	-9	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	7.2	0.6	-6.6
