session_id	 task_number	 task_id	 task_url	 user_agent	 study_url	 task_status	 task_sequence	 task_creation_date	user_id	 study_name	 session_date	 session_status	 session_creation_date	 session_created_by	 session_last_update_date 
15078233	10	lastpage	lastpage.jst	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:55	11879303	alexandersanchez.exemplarsrep2	16Nov2021 23:01:15	null	16Nov2021 23:01:15	YUIAT_RESEARCH_USER	NULL 
15078233	11	debrief	debrief.jst	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:13:02	11879303	alexandersanchez.exemplarsrep2	16Nov2021 23:01:15	null	16Nov2021 23:01:15	YUIAT_RESEARCH_USER	NULL 
15078239	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:02:17	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:02:19	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	2	realstart	realstart.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:03:21	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	3	exp_intro	exp_intro.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:03:29	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	4	exp_learn	exp_learn.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:03:33	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	5	exp_intro2v2	exp_intro2v2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:07:44	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	6	exp_learn2v2	exp_learn2v2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:07:48	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	7	race_instiat	race_instiat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:10:32	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	8	race_iat	race_iat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:10:44	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	9	exp_explicit	exp_explicit.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:14:53	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	10	lastpage	lastpage.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:17:28	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078239	11	debrief	debrief.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.53	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:17:30	11879293	alexandersanchez.exemplarsrep2	16Nov2021 23:02:17	null	16Nov2021 23:02:17	YUIAT_RESEARCH_USER	NULL 
15078247	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:04:45	11879120	alexandersanchez.exemplarsrep2	16Nov2021 23:04:44	null	16Nov2021 23:04:44	YUIAT_RESEARCH_USER	NULL 
15078247	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:04:46	11879120	alexandersanchez.exemplarsrep2	16Nov2021 23:04:44	null	16Nov2021 23:04:44	YUIAT_RESEARCH_USER	NULL 
15078249	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:05:00	11879309	alexandersanchez.exemplarsrep2	16Nov2021 23:05:00	null	16Nov2021 23:05:00	YUIAT_RESEARCH_USER	NULL 
15078249	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:05:03	11879309	alexandersanchez.exemplarsrep2	16Nov2021 23:05:00	null	16Nov2021 23:05:00	YUIAT_RESEARCH_USER	NULL 
15078261	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:06:47	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:06:47	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	2	realstart	realstart.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:06:56	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	3	exp_intro	exp_intro.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:07:05	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	4	exp_learn	exp_learn.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:07:22	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	5	exp_intro2	exp_intro2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:09:01	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	6	exp_learn2	exp_learn2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:09:04	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	7	race_instiat	race_instiat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:09:58	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	8	race_iat	race_iat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:10:18	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	9	exp_explicit	exp_explicit.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:13:08	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	10	lastpage	lastpage.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:14:52	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078261	11	debrief	debrief.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:14:53	11879314	alexandersanchez.exemplarsrep2	16Nov2021 23:06:46	null	16Nov2021 23:06:46	YUIAT_RESEARCH_USER	NULL 
15078271	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:08:48	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:08:49	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	2	realstart	realstart.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:09:02	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	3	exp_intro	exp_intro.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:31:13	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	4	exp_learn	exp_learn.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:31:15	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	5	exp_intro2v2	exp_intro2v2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:33:14	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	6	exp_learn2v2	exp_learn2v2.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:33:26	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	7	race_instiat	race_instiat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:34:24	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	8	race_iat	race_iat.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:34:31	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	9	exp_explicit	exp_explicit.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:37:25	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	10	lastpage	lastpage.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:40:33	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078271	11	debrief	debrief.jst	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:40:34	11872560	alexandersanchez.exemplarsrep2	16Nov2021 23:08:48	null	16Nov2021 23:08:48	YUIAT_RESEARCH_USER	NULL 
15078287	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:07	11878313	alexandersanchez.exemplarsrep2	16Nov2021 23:12:07	null	16Nov2021 23:12:07	YUIAT_RESEARCH_USER	NULL 
15078287	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:08	11878313	alexandersanchez.exemplarsrep2	16Nov2021 23:12:07	null	16Nov2021 23:12:07	YUIAT_RESEARCH_USER	NULL 
15078290	0	pimgr	/common/all/js/minnojs/0.3.jsp?i=/implicit//user/alexandersanchez/exemplarsrep2/exemplarsrep2.mgr.js&	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:25	11879248	alexandersanchez.exemplarsrep2	16Nov2021 23:12:25	null	16Nov2021 23:12:25	YUIAT_RESEARCH_USER	NULL 
15078290	1	consent	consent.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:26	11879248	alexandersanchez.exemplarsrep2	16Nov2021 23:12:25	null	16Nov2021 23:12:25	YUIAT_RESEARCH_USER	NULL 
15078290	2	realstart	realstart.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:40	11879248	alexandersanchez.exemplarsrep2	16Nov2021 23:12:25	null	16Nov2021 23:12:25	YUIAT_RESEARCH_USER	NULL 
15078290	3	exp_intro	exp_intro.js	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36	/user/alexandersanchez/exemplarsrep2/alexandersanchez.exemplarsrep2.expt.xml	null	null	16Nov2021 23:12:59	11879248	alexandersanchez.exemplarsrep2	16Nov2021 23:12:25	null	16Nov2021 23:12:25	YUIAT_RESEARCH_USER	NULL 
