session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	exp_check5	exp_check6	learnCond	order	expBlack	expWhite	expDiff
14599949	1007.975	964.85	386.2044351	0.111663658	Male	Moderately conservative	White	us	61	-0.11	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	1	-1	1	-1	-1	1	0	1	0	The white Americans were infamous and the black Americans were famous	no	1	1	2	3	Experimental	Incongruent first	-0.8	0.6	1.4
14599960	1449.025	980.825	378.8649863	1.235796437	Female	Moderately liberal	White	us	61	-1.18	"Black Names/Pleasant Words,White Names/Unpleasant Words"	47	41	76	51	23	22	57	41	41	41	"Black individuals were good, white were bad"	"Black were admired, white were disliked"	1	1	2	2	Experimental	Incongruent first	43.8	44.2	0.4
14599997	1401.25	1174.25	618.2327099	0.367175655	Male	Moderately conservative	Native American	us	57	-0.37	"White Names/Unpleasant Words,Black Names/Pleasant Words"	62	54	63	63	1	59	1	61	-2	57	There were no black criminals.	Not the infamous but the famous individuals excelled in their fields.	2	1	2	3	Experimental	Incongruent first	49.6	34.2	-15.4
14600067	1723.6	1410.975	1236.062001	0.252920161	Female	Strongly liberal	Multiracial	us	21	-0.25	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-5	0	90	-2	94	-1	91	-2	-1	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	35.2	17.4	-17.8
14600100	719.175	735.525	207.76064	0.078696331	Female	Moderately conservative	White	us	34	-0.08	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	-2	37	-1	-1	0	27	1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	7.2	4.8	-2.4
14600171	653.65	1016.1	364.2563562	0.995040975	Female	Slightly liberal	White	us	30	-0.97	"Black Names/Unpleasant Words,White Names/Pleasant Words"	27	41	16	0	17	17	12	-1	45	15	The white Americans were convicts while the black Americans were famous for a good deed	Typically white people are admired	2	1	2	2	Experimental	Congruent first	15.4	22.4	7
14600189	1358.85	1022.5	579.532194	0.580381907	Female	Moderately liberal	White	us	22	-0.55	"Black Names/Pleasant Words,White Names/Unpleasant Words"	38	-33	56	52	56	49	47	55	51	47	Did notice anything	Black vs White	1	1	2	3	Experimental	Incongruent first	50.2	33.4	-16.8
14600211	1031.8	1648.875	634.1341739	0.973098479	Male	Moderately conservative	White	us	49	-0.92	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-8	14	0	-1	-1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	-2	3	5
14600241	1050.15	815.6	293.894512	0.798075467	Female	Moderately liberal	White	us	24	-0.73	"White Names/Unpleasant Words,Black Names/Pleasant Words"	36	38	34	28	37	19	26	45	39	25	most of the criminals talked about were white and the athletes/actors were black	The liked ones were black and the disliked ones were white	1	1	2	2	Experimental	Incongruent first	30.8	34.6	3.8
14600271	1239.575	923.9	728.7692372	-0.433161807	Female	Strongly liberal	White	us	60	0.43	"Black Names/Unpleasant Words,White Names/Pleasant Words"	20	-12	67	1	59	61	14	0	-33	-72	NA	NA	NA	NA	NA	NA	Control	Congruent first	41.6	-20.6	-62.2
14600387	1473.4	1303.8	760.8802298	-0.222899733	Female	Slightly liberal	Hispanic	us	19	0.22	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-2	-3	-1	-3	1	0	-2	0	0	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-1	-1.2	-0.2
14600455	993	1113.475	774.2422223	0.155603759	Female	Moderately conservative	Hispanic	us	28	-0.16	"Black Names/Unpleasant Words,White Names/Pleasant Words"	70	71	79	84	84	85	75	79	73	74	No.	No.	2	4	4	1	Experimental	Congruent first	80.4	74.4	-6
14600495	1001.55	1350.65	573.0867034	-0.609157389	Female	Strongly liberal	White	us	31	0.59	"White Names/Unpleasant Words,Black Names/Pleasant Words"	46	-57	56	1	53	57	-1	-23	-56	-57	NA	NA	NA	NA	NA	NA	Control	Incongruent first	42.6	-38.8	-81.4
14600523	1284.025	1105.9	522.1349417	0.341147443	Female	Moderately liberal	White	us	36	-0.33	"White Names/Unpleasant Words,Black Names/Pleasant Words"	43	46	52	1	50	53	43	40	44	45	NA	NA	NA	NA	NA	NA	Control	Incongruent first	39.8	43.6	3.8
14600581	1424.35	1185	644.6364843	0.371294529	Female	Strongly liberal	White	us	49	-0.37	"Black Names/Pleasant Words,White Names/Unpleasant Words"	17	21	98	92	95	87	9	87	30	64	NA	NA	NA	NA	NA	NA	Control	Incongruent first	77.8	42.2	-35.6
14600617	1084.4	734.775	736.7584956	0.474544918	Male	Neutral	Multiracial	us	23	-0.47	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	-1	0	1	1	1	-1	1	0	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0.8	-0.2	-1
14600648	1879.675	1705.1	1096.87558	0.159156611	Male	Moderately liberal	White	us	37	-0.16	"White Names/Unpleasant Words,Black Names/Pleasant Words"	52	49	93	87	75	88	65	43	34	68	NA	NA	NA	NA	NA	NA	Control	Incongruent first	79	51.8	-27.2
14600690	931.425	1005.75	287.0502842	-0.25892676	Female	Strongly liberal	Black	us	58	0.26	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	0	100	97	0	100	1	-100	-98	-100	no	no	1	1	2	3	Experimental	Incongruent first	79.4	-59.4	-138.8
14600713	1333.55	1330.325	1079.881256	0.002986439	Female	Moderately liberal	Black	us	56	0	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	2	65	-2	1	0	29	-2	-6	-4	The famous African Americans were upstanding citizens and the White Americans were bad/evil citizens	the famous individuals admired were African Americans and the famous individuals disliked were white.	1	1	2	3	Experimental	Incongruent first	32.6	3.8	-28.8
14600892	1650.307692	1188	883.714564	-0.52314142	Female	Neutral	Black	us	24	0.52	"Black Names/Unpleasant Words,White Names/Pleasant Words"	85	-5	92	97	79	93	43	-49	-76	-36	"civicl rights activists and actors, and athletes"	no	1	1	2	3	Experimental	Congruent first	89.2	-24.6	-113.8
14600894	1007.425	913.65	409.1204194	0.229211243	Male	NA	White	us	22	-0.23	"White Names/Unpleasant Words,Black Names/Pleasant Words"	88	-6	100	100	100	100	46	11	16	12	NA	NA	1	1	2	2	Experimental	Incongruent first	97.6	15.8	-81.8
14601009	1734.375	1138.875	981.0726934	0.60698866	Female	Moderately liberal	Black	us	22	-0.6	"White Names/Unpleasant Words,Black Names/Pleasant Words"	55	-29	37	44	21	36	53	-6	56	-8	NA	NA	NA	NA	NA	NA	Control	Incongruent first	38.6	13.2	-25.4
14601189	882.4	863.775	391.818325	0.047534785	Female	Moderately liberal	Asian	us	21	-0.05	"White Names/Unpleasant Words,Black Names/Pleasant Words"	13	-24	20	1	-1	16	-25	-39	-2	-17	NA	NA	NA	1	2	2	Experimental	Incongruent first	9.8	-21.4	-31.2
14601397	920.6	1250.025	463.8073201	0.710262615	Female	Moderately conservative	White	us	25	-0.68	"Black Names/Unpleasant Words,White Names/Pleasant Words"	69	9	99	98	99	96	99	95	-98	59	NA	NA	NA	NA	NA	NA	Control	Congruent first	92.2	32.8	-59.4
14601447	1152.775	1131.325	542.3832523	0.039547681	Female	Moderately liberal	Multiracial	us	23	-0.04	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-3	-1	19	0	0	1	21	-24	1	-23	NA	NA	NA	NA	NA	NA	Control	Incongruent first	3.4	-5.2	-8.6
14601566	972.575	1605.7	776.8264349	0.815014747	Male	Strongly conservative	White	us	15	-0.81	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-100	100	-100	-100	-100	-100	0	-100	100	-100	NA	NA	NA	NA	NA	NA	Control	Congruent first	-100	0	100
14601575	1952.921053	2378.314286	1346.909559	-0.3158291	Female	Neutral	Black	us	57	0.32	"White Names/Unpleasant Words,Black Names/Pleasant Words"	84	80	94	97	1	94	2	0	-2	94	NA	NA	NA	NA	NA	NA	Control	Incongruent first	74	34.8	-39.2
14601775	2229.625	1606.6	1377.146922	-0.45240271	Female	Strongly liberal	Black	us	22	0.45	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	2	100	-5	1	1	99	-2	-1	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	39.4	19.8	-19.6
14601797	809.85	836.725	340.432978	0.078943586	Female	Neutral	Black	us	42	-0.08	"White Names/Pleasant Words,Black Names/Unpleasant Words"	64	8	92	62	18	47	43	36	-69	46	NA	NA	NA	NA	NA	NA	Control	Congruent first	56.6	12.8	-43.8
14601818	1244	1015.125	669.4113009	-0.341904894	Male	Neutral	Asian	us	44	0.34	"White Names/Pleasant Words,Black Names/Unpleasant Words"	0	2	0	-1	-2	0	0	1	-1	-1	They were all white and black.	Yes	2	1	2	2	Experimental	Congruent first	-0.6	0.2	0.8
14601864	1025.675	1553.6	774.4679063	0.681661559	Male	Slightly liberal	White	us	68	-0.68	"Black Names/Unpleasant Words,White Names/Pleasant Words"	18	22	-1	18	16	17	15	13	13	20	All famous positive people.	They were black.	1	1	2	2	Experimental	Congruent first	13.6	16.6	3
14601875	1540.725	1586.6	1472.903685	-0.031145961	Female	Strongly liberal	White	us	40	0.03	"White Names/Unpleasant Words,Black Names/Pleasant Words"	59	78	2	-3	0	-1	0	1	-1	-1	no	they are criminals	2	1	2	3	Experimental	Incongruent first	11.4	15.4	4
14601907	1223.9	1268.55	729.8567221	-0.061176391	Female	Moderately conservative	White	us	49	0.06	"White Names/Unpleasant Words,Black Names/Pleasant Words"	29	97	98	1	-1	99	95	2	33	26	NA	NA	NA	NA	NA	NA	Control	Incongruent first	45.2	50.6	5.4
14601955	944.1	1212.65	598.7920409	0.448486255	Female	Strongly liberal	White	us	48	-0.44	"White Names/Pleasant Words,Black Names/Unpleasant Words"	3	7	34	-1	-1	22	-1	0	2	-3	NA	NA	NA	NA	NA	NA	Control	Congruent first	11.4	1	-10.4
14601981	872.6	1180.15	678.6632873	-0.453170233	Female	Strongly liberal	Asian	us	30	0.45	"White Names/Unpleasant Words,Black Names/Pleasant Words"	52	10	4	3	2	3	2	-3	-3	-3	NA	NA	NA	NA	NA	NA	Control	Incongruent first	12.8	0.6	-12.2
14601994	1184.875	1754.575	994.4314828	0.572890149	Female	Strongly liberal	White	us	72	-0.57	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-1	1	1	0	1	1	1	1	0	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	0.4	0.8	0.4
14602018	1121.875	1238.875	593.6635747	-0.197081318	Female	Neutral	Hispanic	us	18	0.2	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	-22	43	0	0	98	-39	-3	-19	-38	NA	NA	NA	NA	NA	NA	Control	Incongruent first	48	-24.2	-72.2
14602051	1525.325	1461.65	893.6112625	0.071255816	Female	Neutral	Black	us	54	-0.07	"Black Names/Pleasant Words,White Names/Unpleasant Words"	89	81	94	85	63	73	-27	-87	-95	-18	NA	NA	NA	NA	NA	NA	Control	Incongruent first	80.8	-29.2	-110
14602072	817.8	1146.2	446.8319991	0.73495184	Female	Strongly liberal	White	us	29	-0.73	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-1	-1	91	-5	1	-2	-4	-2	-1	-2	"Black Americans were actors, Civil Rights Leaders, and athletes while the White Americans were a part of the Mafia or convicted felon."	NA	1	1	2	2	Experimental	Congruent first	16.8	-2	-18.8
14602146	983.775	1422.9	646.9397472	0.67877264	Male	Slightly conservative	White	us	19	-0.68	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	100	99	98	99	99	100	98	99	98	none	none	2	1	2	2	Experimental	Congruent first	98.8	99	0.2
14602157	989.7	713.175	452.8156314	0.610679007	Female	Moderately liberal	Asian	us	30	-0.61	"White Names/Unpleasant Words,Black Names/Pleasant Words"	81	-70	85	1	1	44	1	1	0	-31	The white men were largely criminals while the black men were largely celebrities. There were no women or people of other racial groups.	Not really	1	1	2	3	Experimental	Incongruent first	42.4	-19.8	-62.2
14602190	885.725	1258.05	510.6061673	0.72918234	Female	Slightly liberal	White	us	40	-0.7	"White Names/Pleasant Words,Black Names/Unpleasant Words"	39	43	-2	-1	0	-1	-2	-1	-1	-4	NA	NA	NA	NA	NA	NA	Control	Congruent first	7	7	0
14602215	925.375	801.45	341.4527302	-0.362934571	Female	Strongly liberal	White	us	23	0.36	"Black Names/Unpleasant Words,White Names/Pleasant Words"	79	39	72	53	78	50	71	51	61	49	NA	NA	NA	NA	NA	NA	Control	Congruent first	66.4	54.2	-12.2
14602269	750.825	1342.1	525.0593925	1.1261107	Female	Neutral	Pacific Islander	us	21	-1.13	"Black Names/Unpleasant Words,White Names/Pleasant Words"	19	-16	22	45	80	31	1	8	-1	9	"most of the killers, gangs and infamous were white. most of the African American were famous celebrity."	They're faces were more kind and alike able compare to the others as their faces were more mean and stern looking.	2	2	1	1	Experimental	Congruent first	39.4	0.2	-39.2
14602324	2671.625	1470.769231	1508.972178	0.795810411	Female	Strongly liberal	White	us	73	-0.79	"White Names/Unpleasant Words,Black Names/Pleasant Words"	25	23	25	39	29	18	21	0	-1	-1	No	More whites were generally disliked	1	1	2	3	Experimental	Incongruent first	27.2	8.4	-18.8
14602330	934.075	861.075	359.7834009	0.202899855	Female	Moderately conservative	Black	us	50	-0.2	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	53	100	75	62	70	62	45	68	51	no	black entertainers associated with being good and white murderers associated with being bad.	1	1	2	3	Experimental	Incongruent first	81.4	55.8	-25.6
14602366	1021.575	1013.95	310.5895677	-0.024550084	Male	Moderately liberal	White	us	55	-0.03	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	99	99	99	1	99	99	-1	99	79	"Whites were criminals, blacks were celebrities"	"disliked were white, admired were black"	1	1	2	2	Experimental	Congruent first	79.6	75	-4.6
14602377	936.375	1536.725	929.3655642	0.645978314	Male	Moderately conservative	White	us	28	-0.63	"Black Names/Unpleasant Words,White Names/Pleasant Words"	74	87	88	27	79	79	85	14	13	61	No	No	2	4	4	1	Experimental	Congruent first	69.4	52	-17.4
14602463	850.5	791.225	254.3357565	0.233058068	Male	Moderately conservative	Hispanic	us	51	-0.23	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	2	-1	96	95	97	0	95	94	93	NA	NA	NA	NA	NA	NA	Control	Incongruent first	57.6	56.8	-0.8
14602504	1407.85	956.375	454.5705163	0.99319024	Female	Strongly liberal	Hispanic	us	44	-0.98	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-1	11	22	7	3	29	20	4	6	6	NA	NA	NA	NA	NA	NA	Control	Incongruent first	12	9.4	-2.6
14602526	760.625	1272.85	644.8141081	0.79437623	Male	Moderately liberal	White	us	24	-0.78	"Black Names/Unpleasant Words,White Names/Pleasant Words"	67	62	1	1	0	0	0	1	1	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	13.8	13	-0.8
14602548	1026.325	927.425	392.2414128	0.252140638	Male	Strongly liberal	Multiracial	us	21	-0.24	"White Names/Unpleasant Words,Black Names/Pleasant Words"	58	40	100	100	0	100	100	100	0	100	NA	NA	NA	NA	NA	NA	Control	Incongruent first	71.6	68	-3.6
14602612	1263.075	1228.35	820.8292071	0.042304781	Female	Neutral	White	us	57	-0.04	"White Names/Unpleasant Words,Black Names/Pleasant Words"	64	86	75	88	78	91	6	76	79	83	NA	NA	2	4	4	1	Experimental	Incongruent first	79.2	66	-13.2
14602634	1086.4	1431.825	637.7958483	-0.541591798	Female	Strongly liberal	Black	us	32	0.53	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	41	100	1	1	100	38	-2	-32	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	60.4	9.4	-51
14602975	1290.4	2192.076923	1658.120799	-0.543794471	Female	Slightly liberal	Hispanic	us	30	0.54	"Black Names/Pleasant Words,White Names/Unpleasant Words"	5	2	97	-1	-1	-1	-1	-3	-4	-2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	19.8	-1.6	-21.4
14603007	756.225	642.8	246.3850539	0.460356658	Female	Moderately liberal	White	us	49	-0.46	"White Names/Unpleasant Words,Black Names/Pleasant Words"	42	27	100	1	-1	1	100	-1	-2	-3	NA	NA	NA	NA	NA	NA	Control	Incongruent first	28.6	24.2	-4.4
14603150	764.275	1172.475	769.0383832	-0.530792752	Female	NA	Black	us	30	0.53	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	38	100	99	100	100	-2	32	-32	-15	white people were associated with crime and black people were associated with doing good	generally admired was black generally disliked were white	1	1	2	2	Experimental	Incongruent first	99.8	4.2	-95.6
14603165	693.5	944.375	322.8332384	0.777103997	Male	Neutral	White	us	52	-0.77	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-2	1	46	47	0	-1	22	-2	-1	0	NA	NA	1	1	2	2	Experimental	Congruent first	18	4	-14
14603265	931.525	773.075	395.0903566	0.401047501	Female	NA	White	us	36	-0.4	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-5	6	1	-1	2	1	0	1	0	1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-0.4	1.6	2
14603276	1170.325	1198.675	466.9830995	-0.060708835	Female	Neutral	White	us	46	0.06	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-18	31	18	12	12	14	17	15	19	14	"yes, all the black Americans were successful and all the white American were awful."	no	1	1	2	2	Experimental	Incongruent first	7.6	19.2	11.6
14603281	673.45	877.5	386.1059071	0.528481943	Female	Strongly conservative	White	us	23	-0.52	"White Names/Pleasant Words,Black Names/Unpleasant Words"	85	96	85	68	-1	90	59	71	-1	52	no	They were primarily white	2	1	2	3	Experimental	Congruent first	65.4	55.4	-10
14603335	1242.25	1507.15	570.0579451	0.464689603	Male	Moderately conservative	White	us	54	-0.44	"Black Names/Unpleasant Words,White Names/Pleasant Words"	56	53	40	36	30	35	28	27	34	28	Yes	No	2	1	2	3	Experimental	Congruent first	39.4	34	-5.4
14603349	1248.425	1749.075	724.3025191	0.691216704	Male	Moderately conservative	White	us	57	-0.68	"White Names/Pleasant Words,Black Names/Unpleasant Words"	1	-1	-2	-2	-1	-2	0	-1	-1	-1	no	no	2	3	3	1	Experimental	Congruent first	-1.2	-0.8	0.4
14603404	1040.35	886.85	377.5357674	0.406583993	Female	Neutral	White	us	29	-0.4	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	99	99	99	99	99	98	100	-34	-32	They were either killers or positively influential people.	The white people were mostly serial killers. The black people were generally liked.	2	1	2	3	Experimental	Incongruent first	99	46.2	-52.8
14603405	1718.487179	1245.55	998.3879439	0.473700812	Female	Moderately conservative	Asian	us	43	-0.47	"White Names/Unpleasant Words,Black Names/Pleasant Words"	77	81	2	-1	6	1	-1	-3	-1	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	17	15	-2
14603412	1256.75	1114.95	715.3795682	0.198216452	Female	Slightly liberal	Hispanic	us	20	-0.19	"Black Names/Pleasant Words,White Names/Unpleasant Words"	47	45	67	62	33	52	26	48	30	43	No	No	2	1	2	3	Experimental	Incongruent first	52.2	38.4	-13.8
14603522	1253.25641	1346.45	935.9729032	0.099568683	Female	Strongly liberal	White	us	20	-0.1	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	-99	99	49	48	48	0	-51	-53	-59	NA	NA	NA	NA	NA	NA	Control	Congruent first	68.8	-52.4	-121.2
14603531	706.675	1362.25	462.9209666	1.416170464	Female	Moderately conservative	White	us	48	-1.35	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-2	-3	-1	-1	0	-1	-1	-1	1	-1	no	no	2	1	2	2	Experimental	Congruent first	-1	-1	0
14603545	884.625	1712.325	716.0623687	1.155904899	Female	Neutral	White	us	18	-1.11	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	99	-1	1	0	-1	-1	-2	-1	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	19.8	19	-0.8
14603572	1065.4	880.8	732.1479341	0.252134837	Female	Neutral	White	us	45	-0.25	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	-2	100	100	100	100	100	100	100	100	No.  The next tasks when I had to figure out if white or black.  I noticed way more White americans are famous for criminal activite and Black americans are famous for being leaders and making positive change in our counrty.	Those who are generally disliked should be the whote american criminal but it is typaiclly theblack americans  that are disliked. Althought hey are te ones that were the leaders not the criminals.	1	1	2	2	Experimental	Incongruent first	80	79.6	-0.4
14603581	1021.7	1041.1	460.4607379	0.042131714	Male	Neutral	Black	us	26	-0.04	"White Names/Pleasant Words,Black Names/Unpleasant Words"	86	6	98	96	95	92	52	64	3	93	Most white Americans seemed to be connected to some sort of crime	Most of the admired famous people were Black Americans and those who were disliked were White Americans	1	1	2	3	Experimental	Congruent first	93.4	43.6	-49.8
14603722	1078.875	1550.5	492.4339342	0.957742688	Female	Moderately conservative	White	us	62	-0.96	"Black Names/Unpleasant Words,White Names/Pleasant Words"	79	83	93	90	89	90	88	92	93	91	NA	NA	NA	NA	NA	NA	Control	Congruent first	88.2	89.4	1.2
14603748	662.675	839.475	347.0519158	0.509433868	Female	Moderately liberal	Black	us	53	-0.51	"Black Names/Unpleasant Words,White Names/Pleasant Words"	54	-52	100	57	91	73	-1	-84	-90	-42	NA	NA	NA	NA	NA	NA	Control	Congruent first	75	-53.8	-128.8
14603761	1156.475	971.075	591.5289987	0.31342504	Female	Neutral	Hispanic	us	18	-0.31	"White Names/Unpleasant Words,Black Names/Pleasant Words"	47	-24	0	-2	-1	-1	-1	0	-3	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	8.6	-5.6	-14.2
14603763	1528.9	1431.65	1308.76645	0.074306611	Female	Moderately conservative	White	us	18	-0.07	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	-2	1	0	-2	-2	1	-1	-1	0	no I did not	no I did not	2	4	3	1	Experimental	Incongruent first	-1	-0.6	0.4
